#List of considered 24,479 proteomes considered for NetFlax

GCF_000005825.2	Bacillus pseudofirmus OF4
GCF_001745635.1	Erwinia phage vB_EamM_Huxley
GCF_001745655.1	Bacillus phage Stitch
GCF_001745675.1	Bacillus phage Kida
GCF_001745695.1	Skunkpox virus
GCF_001745715.1	Streptococcus virus 9871
GCF_001745735.1	Bacillus phage NotTheCreek
GCF_001745755.1	Citrobacter phage SH4
GCF_001745775.1	Acinetobacter phage LZ35
GCF_001745795.1	Escherichia phage HY03
GCF_001745815.1	Propionibacterium phage BruceLethal
GCF_001745835.1	Streptomyces phage Nanodon
GCF_001745855.1	Lactococcus phage 63301
GCF_001745875.1	Klebsiella phage KpV475
GCF_001745895.1	Morganella phage vB_MmoP_MP2
GCF_001745915.1	Propionibacterium phage PFR2
GCF_001745935.1	Gordonia phage Phinally
GCF_001745955.1	Salmonella phage vB_SnwM_CGG4-1
GCF_001745975.1	Mycobacterium phage Gompeii16
GCF_001745995.1	Shigella phage SHFML-26
GCF_001746015.1	Lactococcus phage M5938
GCF_001746035.1	Weissella phage WCP30
GCF_001746055.1	Staphylococcus phage SLPW
GCF_001746075.1	Sanxia Water Strider Virus 1
GCF_001746095.1	Bole Tick Virus 2
GCF_001746115.1	Mycobacterium phage Tonenili
GCF_001746135.1	Enterobacteria phage UAB_Phi20
GCF_001746155.1	Escherichia phage Gluttony
GCF_001746175.1	Bacillus phage PfEFR-5
GCF_001746195.1	Shigella phage SHSML-52-1
GCF_001746455.1	Streptomyces agglomeratus
GCF_001746755.1	Magnetovibrio blakemorei
GCF_001746835.1	Lacunisphaera limnophila
GCF_001746855.1	Pauljensenia hongkongensis
GCF_001747085.1	Algibacter aquaticus
GCF_001747105.1	Roseivirga misakiensis
GCF_001747405.1	Chlorobaculum limnaeum
GCF_001747425.1	Actinoalloteichus hymeniacidonis
GCF_001748225.1	Desulfoplanes formicivorans
GCF_001748245.1	Oligoflexus tunisiensis
GCF_001748265.1	Pseudomonas humi
GCF_001748285.1	Thermogemmatispora onikobensis
GCF_001748305.1	Streptomyces luteocolor
GCF_001748385.1	Vulcanisaeta thermophila
GCF_001749745.1	Candidatus Marispirochaeta associata
GCF_001750105.1	Microbulbifer aggregans
GCF_001750285.1	Domibacillus iocasae
GCF_001750685.1	Geosporobacter ferrireducens
GCF_001750785.1	Streptomyces rubrolavendulae
GCF_001751245.1	Streptomyces oceani
GCF_001751255.1	Streptomyces nanshensis
GCF_001751345.1	Streptomyces abyssalis
GCF_001752395.1	Rheinheimera salexigens
GCF_001752505.1	Oenococcus kitaharae
GCF_001753165.1	Acidihalobacter aeolianus
GCF_001753205.1	Sporosarcina ureilytica
GCF_001753245.1	Acidihalobacter prosperus
GCF_001753675.2	Candidatus Brocadia sapporoensis
GCF_001753695.1	[Butyribacterium] methylotrophicum
GCF_001754105.2	Potiskum virus
GCF_001754125.1	Shayang Fly Virus 3
GCF_001754145.1	Gordonia phage BaxterFox
GCF_001754165.1	Cyanophage S-RIM32
GCF_001754185.1	Wuhan Fly Virus 1
GCF_001754205.1	Wenzhou Tick Virus
GCF_001754225.1	Tacheng Tick Virus 7
GCF_001754245.1	Cyanophage S-RIM50
GCF_001754265.1	Brucella phage BiPBO1
GCF_001754285.1	Salmonella phage BP12C
GCF_001754305.1	Gordonia phage Yvonnetastic
GCF_001754325.1	Gordonia phage SoilAssassin
GCF_001754345.1	Gordonia phage Kita
GCF_001754365.1	Gordonia phage BetterKatz
GCF_001754385.1	Mycobacterium phage ArcherNM
GCF_001754405.1	Mycobacterium phage Bipper
GCF_001754425.1	Arthrobacter phage BarretLemon
GCF_001754445.1	Wuhan Louse Fly Virus 10
GCF_001754465.1	Wuhan Louse Fly Virus 5
GCF_001754485.1	Wuhan Mosquito Virus 2
GCF_001754505.1	Yongjia Tick Virus 2
GCF_001754525.1	Simian retrovirus 8
GCF_001754545.1	Shuangao Insect Virus 1
GCF_001754565.1	Shayang Fly Virus 2
GCF_001754585.2	Arthrobacter phage Mudcat
GCF_001754605.1	Wuhan House Fly Virus 2
GCF_001754625.1	Wuhan Ant Virus
GCF_001754645.1	Wenzhou Crab Virus 3
GCF_001754665.1	Tacheng Tick Virus 6
GCF_001754685.1	Bacillus phage SP-15
GCF_001754705.1	Enterococcus phage Ec-ZZ2
GCF_001754725.1	Salmonella phage BP12B
GCF_001754745.1	Gordonia phage Yeezy
GCF_001754765.2	Gordonia phage Schnabeltier
GCF_001754785.1	Gordonia phage Hotorobo
GCF_001754805.1	Mycobacterium phage Phrann
GCF_001754825.1	Mycobacterium phage Loser
GCF_001754845.1	Klebsiella phage KpV71
GCF_001754865.1	Mycobacterium phage Catalina
GCF_001754885.1	Wuhan Insect virus 7
GCF_001754905.1	Wuhan horsefly Virus
GCF_001754925.1	Wuhan mosquito virus 1
GCF_001754945.1	Yichang Insect virus
GCF_001754965.1	Anopheles flavivirus variant 1
GCF_001754985.1	Shayang Spider Virus 1
GCF_001755005.1	Xincheng Mosquito Virus
GCF_001755025.1	Salmonella phage BP12A
GCF_001755045.1	Wuhan Fly Virus 2
GCF_001755065.1	Wenzhou Shrimp Virus 1
GCF_001755085.1	Taishun Tick Virus
GCF_001755105.1	Tacheng Tick Virus 1
GCF_001755125.1	Mycobacterium phage Bactobuster
GCF_001755145.1	Salmonella phage BP63
GCF_001755165.1	Mycobacterium phage EvilGenius
GCF_001755185.1	Gordonia phage UmaThurman
GCF_001755205.1	Gordonia phage Lucky10
GCF_001755225.1	Gordonia phage Emalyn
GCF_001755245.1	Mycobacterium phage Panchino
GCF_001755265.1	Mycobacterium phage Mulciber
GCF_001755285.1	Arthrobacter phage KellEzio
GCF_001755305.1	Staphylococcus phage CNPx
GCF_001755325.1	Wuhan Insect virus 5
GCF_001755345.1	Wuhan Mosquito Virus 9
GCF_001755365.1	Synedrella leaf curl virus
GCF_001755385.1	Primate norovirus
GCF_001755405.1	Shuangao Bedbug Virus 2
GCF_001755425.1	Shayang Fly Virus 1
GCF_001755445.1	Wuhan Insect virus 4
GCF_001755465.1	Wuhan House Fly Virus 1
GCF_001755485.1	Wuchang Cockroach Virus 1
GCF_001755505.1	Wenzhou Crab Virus 1
GCF_001755525.1	Tacheng Tick Virus 3
GCF_001755545.1	Pseudomonas phage O4
GCF_001755565.1	Acinetobacter phage vB_AbaM_phiAbaA1
GCF_001755585.1	Mycobacterium phage Shipwreck
GCF_001755605.1	Gordonia phage Vivi2
GCF_001755625.1	Gordonia phage Obliviate
GCF_001755645.1	Gordonia phage Guacamole
GCF_001755665.1	Mycobacterium phage Xeno
GCF_001755685.1	Mycobacterium phage Brocalys
GCF_001755705.1	Arthrobacter phage Kitkat
GCF_001755725.1	Lishi Spider Virus 2
GCF_001755745.1	Wuhan Insect virus 6
GCF_001755765.1	Wuhan Tick Virus 1
GCF_001755785.1	Wuhan Louse Fly Virus 9
GCF_001755805.1	Wutai mosquito phasivirus
GCF_001755825.1	Winged bean alphaendornavirus 1
GCF_001756615.1	Glaciecola punicea
GCF_001757105.1	Alteromonas confluentis
GCF_001757355.1	Sphingobium phenoxybenzoativorans
GCF_001757415.1	Synergistes jonesii
GCF_001758195.1	Pseudohongiella acticola
GCF_001758365.1	Clostridium acetireducens DSM 10703
GCF_001758465.1	Alteromonas lipolytica
GCF_001758565.1	Wolbachia endosymbiont of Drosophila incompta
GCF_001758785.1	Duganella phyllosphaerae
GCF_001761325.1	Urechidicola croceus
GCF_001761365.1	Polaribacter vadi
GCF_001761385.1	Hydrogenophaga crassostreae
GCF_001761465.1	Flavobacterium gilvum
GCF_001766565.1	Privet leaf blotch-associated virus
GCF_001766585.1	Moku virus
GCF_001766605.1	Grapevine geminivirus A
GCF_001766625.1	Euphorbia ringspot virus
GCF_001766745.1	Lactobacillus sunkii
GCF_001767235.1	Moorea producens PAL-8-15-08-1
GCF_001767315.1	Halodesulfurarchaeum formicicum
GCF_001777185.1	Macroptilium bright mosaic virus
GCF_001777205.1	Macroptilium common mosaic virus
GCF_001777225.1	Parus major densovirus
GCF_001777245.1	Wissadula yellow mosaic virus
GCF_001777265.1	Sida chlorotic vein virus
GCF_001777285.1	Ceratobasidium endornavirus D
GCF_001777305.1	Malvastrum bright yellow mosaic virus
GCF_001777325.1	Sida angular mosaic virus
GCF_001787335.1	Kozakia baliensis
GCF_001792725.1	Ceratobasidium endornavirus B
GCF_001792745.1	Ceratobasidium endornavirus A
GCF_001792765.1	Ceratobasidium endornavirus G
GCF_001806195.1	Golden Marseillevirus
GCF_001806215.1	Lisianthus enation leaf curl virus
GCF_001816125.1	Hymenobacter coccineus
GCF_001816145.1	Hymenobacter lapidarius
GCF_001816165.1	Hymenobacter glacialis
GCF_001831345.1	Pigeon adenovirus 2
GCF_001831475.1	Flavobacterium crassostreae
GCF_001831495.1	Thalassotalea crassostreae
GCF_001832885.1	Floricoccus penangensis
GCF_001832905.1	Floricoccus tropicus
GCF_001853345.1	Sphingomonas haloaromaticamans
GCF_001854125.1	Marinobacter salinus
GCF_001854225.1	Candidatus Rhodoluna planktonica
GCF_001854325.1	Cupriavidus malaysiensis
GCF_001854475.1	Pseudoalteromonas byunsanensis
GCF_001854525.1	Mycobacterium talmoniae
GCF_001854605.1	Pseudoalteromonas amylolytica
GCF_001854695.1	Frankia soli
GCF_001854765.1	Vibrio sonorensis
GCF_001855385.1	Andreesenia angusta
GCF_001855555.1	Chromobacterium sphagni
GCF_001855615.1	Xanthomonas alfalfae
GCF_001856635.1	Grapevine asteroid mosaic associated virus
GCF_001856685.1	Actinomyces tangfeifanii
GCF_001856695.1	Clostridium pasteurianum
GCF_001857925.1	Bacillus xiamenensis
GCF_001857945.1	Paenibacillus crassostreae
GCF_001857965.1	Flavobacterium commune
GCF_001858005.1	Butyrivibrio hungatei
GCF_001858075.1	Rhinolophus sinicus bocaparvovirus
GCF_001865165.1	Mycolicibacterium llatzerense
GCF_001865575.1	Paraburkholderia sprentiae WSM5005
GCF_001865995.1	Anaerobacillus arseniciselenatis
GCF_001866005.1	Anaerobacillus alkalilacustris
GCF_001866055.1	Anaerobacillus alkalidiazotrophicus
GCF_001866075.3	Anaerobacillus isosaccharinicus
GCF_001866205.1	Burke-Gilman virus
GCF_001866225.1	Centovirus AC
GCF_001866245.1	Orgi virus
GCF_001866265.1	Gata virus
GCF_001866285.1	Mosquito dicistrovirus
GCF_001866305.1	Bradson virus
GCF_001866325.1	Corey virus
GCF_001866375.1	Rice orange leaf phytoplasma
GCF_001866645.1	Streptomyces colonosanans
GCF_001866665.1	Streptomyces monashensis
GCF_001866815.1	Mouse associated cyclovirus 1
GCF_001866835.1	White clover mottle virus
GCF_001866855.1	Botrytis cinerea betaendornavirus 1
GCF_001866875.1	Okra enation leaf curl virus
GCF_001866895.1	Lodeiro virus
GCF_001866915.1	Riptortus pedestris virus-1
GCF_001866935.1	Porcine circovirus 3
GCF_001866955.1	King virus
GCF_001866975.1	Equus caballus papillomavirus 8
GCF_001870125.1	Candidatus Nitrosocosmicus hydrocola
GCF_001870205.1	Vagococcus teuberi
GCF_001870225.1	Gloeomargarita lithophora Alchichica-D10
GCF_001870485.1	Oceanisphaera psychrotolerans
GCF_001870665.2	Rhodobaca barguzinensis
GCF_001870735.1	Arsenicibacter rosenii
GCF_001874525.1	Pseudodesulfovibrio hydrargyri
GCF_001876835.1	Dioscorea mosaic associated virus
GCF_001876855.1	Anticarsia gemmatalis multiple nucleopolyhedrovirus
GCF_001876875.1	Cotton leaf curl virus
GCF_001876895.1	Zucchini lethal chlorosis virus
GCF_001876915.1	Passionfruit leaf distortion virus
GCF_001876955.1	Ochrobactrum cytisi
GCF_001879105.1	Streptomyces gilvigriseus
GCF_001879265.1	Cherry associated luteovirus
GCF_001879695.1	Nioella sediminis
GCF_001879715.1	Nioella nitratireducens
GCF_001880225.1	Francisella frigiditurris
GCF_001880325.1	Thermus brockianus
GCF_001881485.1	Rickettsiella grylli
GCF_001881495.1	Candidatus Rickettsiella isopodorum
GCF_001881585.2	Mycobacterium heckeshornense
GCF_001881695.1	Streptococcus phage phiARI0468-2
GCF_001881715.1	Flavobacterium phage 2A
GCF_001881735.1	Escherichia phage LM33_P1
GCF_001881755.1	Streptococcus phage phiARI0460-1
GCF_001881775.1	Flavobacterium phage Fpv7
GCF_001881795.1	Salmonella phage 103203_sal5
GCF_001881815.1	Flavobacterium phage Fpv8
GCF_001881835.1	Streptococcus phage phiARI0462
GCF_001881855.1	Flavobacterium phage Fpv6
GCF_001881875.1	Salmonella phage 64795_sal3
GCF_001881895.1	Flavobacterium phage Fpv3
GCF_001881915.1	Synechococcus phage S-CAM22
GCF_001881935.1	Salmonella phage 118970_sal1
GCF_001881955.1	Synechococcus phage S-CAM9
GCF_001881975.1	Salmonella phage BPS11Q3
GCF_001881995.1	Salmonella phage BPS15Q2
GCF_001882015.3	Bat hepacivirus
GCF_001882035.1	Synechococcus phage S-CAM7
GCF_001882055.1	Streptococcus phage phiARI0468-1
GCF_001882075.1	Salmonella phage 118970_sal2
GCF_001882095.1	Salmonella phage 118970_sal3
GCF_001882115.1	Synechococcus phage S-WAM2
GCF_001882135.1	Pseudoalteromonas phage PH1
GCF_001882155.1	Synechococcus phage S-CAM3
GCF_001882175.1	Streptococcus phage phiARI0004
GCF_001882195.1	Pseudoalteromonas phage BS5
GCF_001882215.1	Flavobacterium phage Fpv20
GCF_001882235.1	Flavobacterium phage Fpv5
GCF_001882255.1	Escherichia phage WG01
GCF_001882275.1	Flavobacterium phage Fpv1
GCF_001882295.1	Escherichia phage GA2A
GCF_001882315.1	Salmonella phage IME207
GCF_001882335.1	Streptococcus phage phiARI0031
GCF_001883705.1	Burkholderia catarinensis
GCF_001884065.1	Bacillus proteolyticus
GCF_001884535.1	Gordonia phage GAL1
GCF_001884555.1	Flavobacterium phage 1H
GCF_001884575.1	Salmonella phage 100268_sal2
GCF_001884595.1	Flavobacterium phage Fpv2
GCF_001884615.1	Campylobacter phage PC14
GCF_001884635.1	Flavobacterium phage Fpv11
GCF_001884655.1	Streptococcus phage phiARI0746
GCF_001884675.1	Streptococcus phage phiARI0131-2
GCF_001884695.1	Escherichia phage MX01
GCF_001884735.1	Natronohydrobacter thiooxidans
GCF_001885095.1	Streptococcus bovimastitidis
GCF_001885235.1	Francisella hispaniensis FSC454
GCF_001885345.1	Synechococcus phage S-WAM1
GCF_001885365.1	Flavobacterium phage Fpv10
GCF_001885385.1	Streptococcus phage phiARI0131-1
GCF_001885405.1	Streptococcus phage phiARI0468-4
GCF_001885425.1	Bat mastadenovirus G
GCF_001885445.1	Pyrobaculum filamentous virus 1
GCF_001885465.1	Guereza hepacivirus
GCF_001885485.1	Lleida bat lyssavirus
GCF_001885505.1	Salmonella phage GG32
GCF_001885525.1	Salmonella phage MA12
GCF_001885585.1	Pararhizobium antarcticum
GCF_001885765.1	Enterococcus aquimarinus
GCF_001885805.1	Enterococcus canis
GCF_001885905.1	Enterococcus devriesei
GCF_001885945.1	Enterococcus hermanniensis
GCF_001885985.1	Enterococcus haemoperoxidus
GCF_001886065.1	Enterococcus moraviensis
GCF_001886075.1	Enterococcus pallens
GCF_001886115.1	Enterococcus phoeniculicola
GCF_001886145.1	Enterococcus quebecensis
GCF_001886195.1	Enterococcus ratti
GCF_001886225.1	Enterococcus silesiacus
GCF_001886235.1	Enterococcus saccharolyticus
GCF_001886615.1	Halomonas aestuarii
GCF_001886695.1	Aurantiacibacter gangjinensis
GCF_001886715.1	Nocardia mangyaensis
GCF_001886815.1	Caldithrix abyssi DSM 13497
GCF_001887185.1	Bacillus obstructivus
GCF_001887245.1	Neomicrococcus aestuarii
GCF_001887265.1	Chelatococcus daeguensis
GCF_001887285.1	Microbacterium paludicola
GCF_001887355.1	Cystobacter ferrugineus
GCF_001887595.1	Luteibacter rhizovicinus DSM 16549
GCF_001887825.1	Only Syngen Nebraska virus 5
GCF_001887845.1	Gannoruwa bat lyssavirus
GCF_001888055.1	Rappaport israeli
GCF_001888165.1	Pelobacter acetylenicus
GCF_001888185.1	Phaeobacter porticola
GCF_001889005.1	Gramella salexigens
GCF_001889045.1	Tenacibaculum todarodis
GCF_001889105.1	Sinorhizobium americanum
GCF_001889125.1	Janibacter indicus
GCF_001889165.1	Bacillus weihaiensis
GCF_001889405.1	Methanohalophilus halophilus
GCF_001889605.1	Mesorhizobium oceanicum
GCF_001890385.1	Tardibacter chloracetimidivorans
GCF_001890765.1	Spirulina major PCC 6313
GCF_001891015.1	Sugarcane chlorotic streak virus
GCF_001891035.1	Tomato mottle leaf curl virus
GCF_001891055.1	Rattus norvegicus polyomavirus 2
GCF_001891165.1	Streptobacillus ratti
GCF_001894765.1	Rhodococcus corynebacterioides NBRC 14404
GCF_001894845.1	Rhodococcus koreensis JCM 10743 = NBRC 100607
GCF_001894865.1	Rhodococcus maanshanensis NBRC 100610
GCF_001894885.1	Rhodococcus marinonascens NBRC 14363
GCF_001894985.1	Rhodococcus tukisamuensis NBRC 100609
GCF_001895005.1	Rhodococcus yunnanensis NBRC 103083
GCF_001895085.1	Mariprofundus micogutta
GCF_001895205.1	Vibrio injenensis
GCF_001895265.1	Francisella uliginis
GCF_001895925.1	Phormidesmis priestleyi ULC007
GCF_001896135.2	Streptomyces phaeoluteigriseus
GCF_001902295.1	Clostridium kluyveri
GCF_001902575.1	Streptobacillus notomytis
GCF_001904615.1	Limnothrix rosea IAM M-220
GCF_001904635.1	Hydrococcus rivularis NIES-593
GCF_001904645.1	Fischerella major NIES-592
GCF_001904655.1	Chroogloeocystis siderophila 5.2 s.c.1
GCF_001904715.1	Nostoc calcicola FACHB-389
GCF_001904725.1	Phormidium ambiguum IAM M-71
GCF_001904845.1	Simian mastadenovirus WIV19
GCF_001904865.1	Desmodus rotundus parvovirus
GCF_001904885.1	NL63-related bat coronavirus
GCF_001904905.1	Saccharomyces kudriavzevii virus L-A1
GCF_001904925.1	Euscelidius variegatus virus 1
GCF_001904945.1	Arachis pintoi virus
GCF_001905345.1	Streptomyces uncialis
GCF_001906585.1	Streptomyces kebangsaanensis
GCF_001906925.1	Domibacillus mangrovi
GCF_001907245.1	Actinomyces liubingyangii
GCF_001907295.1	Bowdeniella nasicola
GCF_001907675.1	Mycobacterium paraffinicum
GCF_001907745.1	Vernonia crinkle virus
GCF_001907765.1	Bivalve RNA virus G1
GCF_001907785.1	Bivalve RNA virus G5
GCF_001907805.1	Bivalve RNA virus G4
GCF_001907825.1	BeAn 58058 virus
GCF_001907845.1	Vernonia crinkle betasatellite
GCF_001907865.1	Bivalve hepelivirus G
GCF_001907885.1	Bivalve RNA virus G2
GCF_001907905.1	Bivalve RNA virus G3
GCF_001907925.1	Leptonychotes weddellii polyomavirus 1
GCF_001907975.1	Silvanigrella aquatica
GCF_001908025.1	Geobacillus proteiniphilus
GCF_001908095.1	Xenorhabdus thuongxuanensis
GCF_001908105.1	Xenorhabdus eapokensis
GCF_001908615.1	Rhizobium gallicum
GCF_001909055.1	Paenibacillus helianthi
GCF_001909285.1	Exiguobacterium profundum
GCF_001910755.1	Hubei narna-like virus 24
GCF_001911425.1	Mucilaginibacter polytrichastri
GCF_001921205.1	Actinophytocola xanthii
GCF_001921215.1	Actinophytocola xinjiangensis
GCF_001921275.1	Beihai permutotetra-like virus 2
GCF_001921295.1	Beihai sphaeromadae virus 3
GCF_001921315.1	Wuhan large pig roundworm virus 1
GCF_001921335.1	Shahe hepe-like virus 2
GCF_001921355.1	Hubei insect virus 2
GCF_001921375.1	Beihai barnacle virus 13
GCF_001921395.1	Wuhan spider virus 2
GCF_001921415.1	Shahe heteroptera virus 3
GCF_001921435.1	Hubei odonate virus 8
GCF_001921455.1	Beihai mollusks virus 1
GCF_001921475.1	Beihai hepe-like virus 4
GCF_001921495.1	Xinzhou partiti-like virus 1
GCF_001921515.1	Wenling crustacean virus 9
GCF_001921535.1	Hubei odonate virus 9
GCF_001921555.1	Hubei diptera virus 18
GCF_001921575.1	Shahe hepe-like virus 1
GCF_001921595.1	Livupivirus A
GCF_001921615.1	Wuhan insect virus 23
GCF_001921635.1	Hubei partiti-like virus 11
GCF_001921655.1	Hubei diptera virus 3
GCF_001922305.1	Thauera chlorobenzoica
GCF_001922985.1	Teredinibacter waterburyi
GCF_001923115.1	Hubei sobemo-like virus 15
GCF_001923135.1	Hubei sobemo-like virus 11
GCF_001923155.1	Hubei picorna-like virus 82
GCF_001923175.1	Hubei noda-like virus 17
GCF_001923195.1	Hubei myriapoda virus 4
GCF_001923215.1	Hubei mosquito virus 4
GCF_001923235.1	Hubei earwig virus 3
GCF_001923255.1	Changjiang tombus-like virus 15
GCF_001923275.1	Fusarium langsethiae hypovirus 1
GCF_001923295.1	Hubei sobemo-like virus 7
GCF_001923315.1	Hubei sobemo-like virus 48
GCF_001923335.1	Hubei sobemo-like virus 44
GCF_001923355.1	Hubei sobemo-like virus 40
GCF_001923375.1	Hubei sobemo-like virus 35
GCF_001923395.1	Hubei sobemo-like virus 31
GCF_001923415.1	Hubei sobemo-like virus 28
GCF_001923435.1	Hubei sobemo-like virus 24
GCF_001923455.1	Hubei sobemo-like virus 2
GCF_001923475.1	Changjiang crawfish virus 4
GCF_001923495.1	Beihai sobemo-like virus 17
GCF_001923515.1	Beihai picorna-like virus 53
GCF_001923535.1	Beihai picorna-like virus 103
GCF_001923555.1	Beihai picorna-like virus 5
GCF_001923575.1	Beihai noda-like virus 18
GCF_001923595.1	Hubei sobemo-like virus 12
GCF_001923615.1	Hubei polero-like virus 1
GCF_001923635.1	Hubei picorna-like virus 24
GCF_001923655.1	Hubei myriapoda virus 7
GCF_001923675.1	Hubei myriapoda virus 1
GCF_001923695.1	Hubei leech virus 2
GCF_001923715.1	Hubei astro-like virus
GCF_001923735.1	Soybean latent spherical virus
GCF_001923755.1	Hubei sobemo-like virus 8
GCF_001923775.1	Hubei sobemo-like virus 49
GCF_001923795.1	Hubei sobemo-like virus 45
GCF_001923815.1	Hubei sobemo-like virus 41
GCF_001923835.1	Hubei sobemo-like virus 36
GCF_001923855.1	Hubei sobemo-like virus 32
GCF_001923875.1	Hubei sobemo-like virus 29
GCF_001923895.1	Hubei sobemo-like virus 25
GCF_001923915.1	Hubei sobemo-like virus 20
GCF_001923935.1	Hubei sobemo-like virus 16
GCF_001923955.1	Beihai sobemo-like virus 24
GCF_001923975.1	Beihai picorna-like virus 62
GCF_001923995.1	Beihai picorna-like virus 15
GCF_001924015.1	Hubei sobemo-like virus 13
GCF_001924035.1	Hubei sobemo-like virus 1
GCF_001924055.1	Hubei picorna-like virus 31
GCF_001924075.1	Hubei myriapoda virus 8
GCF_001924095.1	Hubei myriapoda virus 2
GCF_001924115.1	Hubei lepidoptera virus 1
GCF_001924135.1	Hubei diptera virus 4
GCF_001924155.1	Plodia interpunctella granulovirus
GCF_001924175.1	Hubei sobemo-like virus 9
GCF_001924195.1	Hubei sobemo-like virus 5
GCF_001924215.1	Hubei sobemo-like virus 46
GCF_001924235.1	Hubei sobemo-like virus 42
